Name,Age,Nationality,Position,Finishing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Balance,ShotPower,Jumping,Stamina,Strength,quality_level
G. Diangana,20,England,RM,44,58,49,84,79,79,80,50,59,64,55,D
J. Cox,24,Panama,ST,65,44,25,42,54,47,50,70,70,56,88,D
S. Floranus,19,Netherlands,RB,47,64,61,84,85,80,70,54,75,75,67,D
S. Grether,26,Switzerland,RB,44,62,63,70,62,60,61,61,64,74,63,D
L. Gómez,22,Argentina,RM,58,63,60,70,76,89,93,56,74,72,53,D
K. Nagato,23,Japan,LM,41,61,58,74,70,64,79,56,72,76,57,D
D. Orgill,28,Jamaica,LS,63,54,32,75,77,68,60,57,75,67,70,D
Salva Ferrer,20,Spain,CB,22,52,26,53,50,42,61,42,67,61,68,D
A. Considine,31,Scotland,RCB,15,66,57,36,55,46,65,42,78,79,78,D
M. Yıldırım,31,Turkey,LDM,39,70,65,54,67,63,78,62,57,68,67,D
Mao Jianqing,31,China PR,LW,68,62,50,77,73,67,75,67,73,65,71,D
M. Gardawski,27,Germany,LB,60,57,56,74,74,67,78,64,46,71,67,D
J. Champness,21,Australia,LM,60,57,35,85,85,67,67,64,40,52,70,D
A. Skovgaard,21,Denmark,CB,22,57,45,61,58,57,61,40,75,62,71,D
D. Parra,26,Colombia,CB,34,57,52,62,59,65,66,41,71,63,73,D
D. Londoño,23,Colombia,LB,35,62,51,66,72,67,54,28,59,70,74,D
A. Georgiou,21,Cyprus,LM,46,58,51,69,72,66,68,45,45,61,52,D
T. Halilović,23,Croatia,CM,49,72,65,74,67,53,77,55,59,64,66,D
B. Lozano,21,Mexico,RW,60,61,49,72,70,75,85,66,48,48,35,D
J. Arvidsson,33,Sweden,LB,46,64,64,59,58,58,66,57,70,69,70,D
L. Coyle,22,England,RB,32,63,55,73,72,72,80,36,63,76,59,D
M. Novak,27,Austria,RB,36,59,57,70,67,72,74,46,53,63,70,D
G. Ferrari,21,Argentina,CB,28,58,41,65,64,58,60,42,67,66,61,D
C. Montano,26,Colombia,LB,58,58,56,80,76,91,74,64,62,66,58,D
T. Lee,32,Japan,CF,63,61,36,75,61,69,60,66,67,61,65,D
F. Jagiełło,20,Poland,LDM,49,67,64,72,75,74,70,53,67,48,60,D
Pau Morer,22,Spain,LM,53,60,56,79,74,90,91,66,79,80,52,D
D. Gonzalez,20,Chile,CB,31,52,50,54,56,42,55,55,75,59,75,D
Pedro Neto,18,Portugal,ST,64,60,44,63,63,86,80,62,53,53,40,D
D. Lovren,19,Croatia,RM,55,59,48,78,77,79,83,59,35,55,43,D
T. Bunmathan,28,Thailand,LB,43,62,54,64,64,70,76,45,76,58,55,D
O. Kittner,30,Germany,CB,27,58,54,55,38,48,57,65,63,54,78,D
José González,22,Spain,CM,45,79,76,64,61,60,62,64,57,56,58,D
B. Blasi,22,Argentina,RB,28,55,48,65,68,54,62,46,79,76,71,D
F. Hornby,18,Scotland,ST,65,54,44,58,54,55,62,62,63,56,69,D
Carlitos,33,Spain,CAM,59,66,63,58,46,65,66,55,61,60,37,D
K. Fisher,24,United States,CB,21,51,51,71,76,48,48,27,82,67,82,D
Alfred,22,Spain,RM,65,66,64,69,72,58,65,66,48,63,59,D
B. Castrillon,19,Colombia,RM,60,58,50,78,75,76,68,60,55,70,50,D
M. Halsti,34,Finland,LCB,40,66,68,31,47,30,51,67,73,52,75,D
S. Ohlsson,25,Sweden,RCM,45,68,68,60,55,58,65,61,54,72,68,D
Hwang Soon Min,27,Korea Republic,CM,58,67,63,57,79,76,79,59,77,74,58,D
B. Lubala,20,DR Congo,CAM,59,63,57,77,76,65,74,65,59,68,67,D
C. Duffus,22,Republic of Ireland,LS,63,60,48,73,65,59,61,67,50,64,73,D
F. Viteritti,25,Germany,LCM,63,62,59,78,72,84,90,67,63,76,59,D
João Nunes,22,Portugal,RB,21,65,60,70,72,48,51,49,74,61,76,D
Miguel Ángel,20,Spain,CB,26,50,23,52,56,38,38,39,68,53,75,D
A. Hopmark,26,Norway,RCB,33,57,55,49,48,49,40,66,67,70,83,D
M. Demetriou,28,England,LCB,43,55,60,72,74,76,76,65,92,76,73,D
M. Vázquez,25,Argentina,CAM,52,62,59,74,68,79,77,50,50,58,48,D
You Ju An,19,Korea Republic,ST,65,66,62,72,73,74,74,63,58,65,69,D
G. Lillard,22,United States,CB,22,55,53,55,54,44,37,41,69,70,75,D
T. Hadebe,22,Zimbabwe,CB,25,38,35,73,70,48,67,41,76,63,77,D
F. Schubert,23,Austria,ST,67,52,39,70,72,55,54,70,66,69,87,D
R. McCrorie,20,Scotland,CDM,31,63,57,78,79,66,37,46,70,74,78,D
P. Clarke,36,England,LCB,32,50,48,32,33,49,32,50,71,62,80,D
A. Danzi,19,Italy,CDM,30,68,66,62,66,57,73,58,57,57,53,D
R. Grzyb,35,Poland,CDM,38,63,62,50,31,62,73,68,67,55,65,D
C. Chaplin,21,England,LS,68,56,51,85,80,87,77,67,75,72,63,D
M. Barreiro,33,Argentina,ST,70,52,41,60,62,57,73,75,51,51,56,D
M. Seegert,24,Germany,CB,30,56,44,62,68,60,63,50,80,61,77,D
Hugo Duro,18,Spain,ST,72,52,34,58,61,48,64,61,68,51,64,D
F. Illarregui,21,Argentina,ST,62,56,50,80,77,81,81,63,69,61,58,D
T. Regan,29,Australia,CB,41,50,52,37,37,35,52,49,72,73,85,D
S. Horemans,20,Belgium,CB,21,59,65,65,70,70,67,32,67,59,63,D
R. Ruiz,32,Mexico,RB,51,64,54,76,73,73,66,65,51,73,76,D
G. Cooper,21,England,LM,46,62,60,78,78,70,76,48,47,58,58,D
Hu Rentian,27,China PR,RW,60,58,54,77,84,61,88,62,85,61,65,D
U. Nissilä,22,Finland,CAM,58,63,61,74,65,72,85,53,52,58,33,D
M. Schimpelsberger,27,Austria,RB,43,57,56,75,77,61,67,54,77,72,66,D
U. Antuna,20,Mexico,RM,55,63,55,78,78,93,74,55,55,70,31,D
M. Greve,23,Denmark,RM,61,66,63,71,74,68,60,55,58,67,65,D
J. Tjørnelund,26,Denmark,LB,36,57,49,78,74,80,56,35,61,66,71,D
I. Koneh,23,Cameroon,LW,67,55,40,86,85,75,63,64,68,56,47,D
P. Polczak,31,Poland,CB,21,62,42,34,32,35,51,60,52,57,78,D
H. Kyprianou,21,Cyprus,CB,50,59,57,68,72,64,71,47,71,73,69,D
F. Cobos,25,Argentina,LB,32,52,34,65,46,58,63,31,57,65,73,D
A. Odabas,24,Germany,CB,20,67,33,69,68,56,58,31,83,52,74,D
E. Israelsson,29,Sweden,CAM,62,66,64,55,57,69,72,69,91,88,78,D
O. Fane,24,France,CDM,39,61,57,73,63,69,56,60,63,92,82,D
J. Donisa,24,France,ST,67,63,53,73,74,64,62,62,60,62,65,D
E. Nketiah,19,England,ST,66,54,46,87,82,76,72,60,73,54,56,D
F. Palacios Martínez,23,Spain,ST,67,67,43,78,68,91,90,63,68,60,31,D
G. Whyte,22,Northern Ireland,RM,57,58,44,81,77,71,62,63,46,60,35,D
R. Bennett,26,England,RCB,38,58,54,74,76,69,63,45,75,80,77,D
M. Connolly,26,Republic of Ireland,LCB,19,62,60,52,49,63,62,40,85,72,77,D
I. Harkes,23,United States,CM,59,68,64,69,60,65,63,74,69,72,69,D
Fidalgo,21,Spain,CM,49,69,65,65,63,68,77,54,51,64,49,D
Y. Kawai,28,Japan,CM,58,69,64,65,64,79,65,54,69,58,50,D
Kim Won Sik,26,Korea Republic,CB,22,60,55,70,72,73,59,52,75,79,77,D
T. Rodríguez,22,Argentina,RM,55,61,55,68,74,67,66,61,44,51,69,D
M. Rosheuvel,27,Netherlands,RM,49,59,46,80,89,70,75,63,66,67,71,D
M. Mosquera,25,Colombia,LCB,16,57,49,64,66,64,64,57,60,74,72,D
M. Wagner,31,Germany,CAM,56,68,57,69,65,84,86,59,55,79,57,D
M. Sylla,18,France,ST,66,59,49,74,78,70,66,60,63,61,59,D
R. Guder,23,Germany,ST,62,52,42,84,86,74,73,69,71,73,74,D
T. Cicek,26,Turkey,ST,63,56,55,75,80,67,58,63,69,62,59,D
J. Phojo,25,France,RB,37,68,60,71,68,62,71,34,64,73,65,D
C. Koca,22,Turkey,CDM,38,67,66,62,62,62,66,62,73,67,57,D
N. Gjorgjev,20,FYR Macedonia,LM,53,57,43,77,75,83,72,60,53,58,40,D
D. Guidi,22,France,RCB,33,51,44,63,61,61,69,39,81,70,72,D
B. Sverrisson,28,Iceland,CDM,59,60,58,70,73,78,72,74,77,75,75,D
A. Castro,31,Mexico,CDM,37,66,66,47,37,52,67,69,73,70,73,D
P. De la Vega,17,Argentina,LW,60,64,53,80,77,69,70,63,53,62,47,D
R. Marchizza,20,Italy,CB,27,62,61,53,64,55,60,27,71,53,69,D
J. Ramos,25,Colombia,RM,60,56,45,69,76,73,53,60,81,76,78,D
D. Undav,21,Germany,ST,65,48,29,63,62,68,79,69,65,59,78,D
L. Stevenson,30,Scotland,LB,50,65,58,63,65,74,79,58,76,73,61,D
P. Magnín,28,Argentina,ST,67,61,45,62,54,57,69,70,58,39,63,D
Jaime Gavilán,33,Spain,CM,61,65,63,66,63,66,73,71,59,62,61,D
A. Langlitz,27,Germany,RB,24,56,55,65,71,64,66,27,76,82,70,D
M. Palionis,31,Lithuania,CB,26,51,40,30,30,31,40,44,36,34,92,D
M. Stoll,35,Germany,CB,40,51,49,37,31,50,53,44,52,31,75,D
M. Dräger,22,Tunisia,RB,57,63,54,75,79,73,78,62,57,64,55,D
M. Rasner,23,Austria,LM,56,64,63,68,63,72,73,70,62,74,56,D
J. Thorniley,21,England,CB,32,58,52,65,60,52,70,43,73,64,72,D
F. Kohls,23,Germany,CM,34,69,63,69,63,80,77,44,73,74,49,D
K. Mensah,27,Denmark,ST,62,52,50,85,90,83,76,63,75,67,59,D
A. Torralvo,24,Colombia,LB,45,63,54,81,77,83,84,28,81,72,35,D
Bae Seul Gi,33,Korea Republic,CB,17,29,26,51,34,31,69,36,75,52,77,D
P. Soiri,23,Finland,RM,68,59,55,75,70,64,68,69,45,56,52,D
Miguel,18,Spain,ST,65,57,43,69,71,68,62,61,66,50,61,D
Q. Maceiras,22,Switzerland,RB,57,62,58,79,82,69,57,60,72,80,68,D
M. Poaty,20,France,LB,49,45,48,81,82,76,69,68,63,73,68,D
Marc Vales,28,Andorra,CB,28,49,58,57,71,47,53,58,73,64,75,D
M. Verreth,20,Belgium,RW,62,56,46,79,77,71,58,64,46,60,61,D
M. Raynov,26,Bulgaria,CDM,55,66,60,67,66,52,64,62,59,70,61,D
Vítor Tormena,22,Brazil,RB,28,67,60,37,38,34,42,56,30,68,86,D
M. Salem,32,Saudi Arabia,LCB,19,51,31,48,34,58,67,69,91,69,74,D
J. O'Shea,29,Republic of Ireland,RCM,65,63,47,61,66,77,76,61,70,60,60,D
K. Magennis,19,Scotland,CM,53,66,63,75,77,68,66,62,46,71,64,D
J. Tillson,25,England,CDM,40,63,61,62,58,69,64,52,78,79,70,D
R. Tarifeño,21,Chile,ST,71,64,57,77,83,82,71,68,63,52,42,D
J. Hamilton,22,Canada,ST,63,55,32,76,79,67,56,65,79,46,78,D
M. De Iriondo,25,Argentina,CDM,43,60,56,71,72,71,69,71,75,84,77,D
T. Soares,31,England,RCM,59,62,58,57,54,61,66,66,67,69,72,D
A. Dijksteel,21,Netherlands,RB,26,67,63,72,69,65,65,54,73,69,68,D
W. Al Anazi,23,Saudi Arabia,CM,53,65,62,60,66,74,72,58,64,77,60,D
D. Widemann,21,Germany,ST,66,56,47,78,78,79,78,68,76,54,44,D
M. Vallecilla,27,Colombia,LB,33,56,54,76,67,68,68,53,82,78,64,D
T. Bayliss,19,England,RDM,46,68,62,79,66,78,53,52,59,74,63,D
H. Delbridge,26,Australia,LCB,24,57,43,57,66,57,35,54,80,77,87,D
J. Sargent,18,United States,ST,67,56,46,79,76,76,67,67,64,67,60,D
R. Mmaee,21,Belgium,ST,62,63,41,78,74,73,65,60,77,54,67,D
Gao Di,28,China PR,ST,66,43,36,64,74,62,64,56,72,76,73,D
S. Yesil,24,Germany,ST,71,58,36,76,73,83,79,57,65,64,58,D
S. Murray,24,Republic of Ireland,CM,58,64,63,69,67,74,77,63,53,68,67,D
J. Lewis,21,United States,LW,63,65,55,76,74,73,81,62,79,52,49,D
K. Appiah,27,Ghana,LS,64,53,43,87,84,80,82,58,68,69,71,D
N. Pierini,19,Italy,LW,59,62,53,73,74,66,59,53,58,49,48,D
Thiago Xavier,34,Brazil,LDM,41,65,63,36,36,53,59,62,69,70,73,D
N. Falasco,24,Italy,LB,33,58,45,66,67,65,72,68,61,59,69,D
A. Kokoszka,31,Poland,CB,31,47,40,68,61,68,59,63,67,62,77,D
Júnior Tavares,21,Brazil,LB,31,54,52,79,75,78,71,34,58,81,58,D
C. Jopia,26,Chile,LB,44,65,64,75,74,66,69,55,66,80,73,D
F. Herbers,24,Germany,RW,68,64,58,69,73,61,60,66,63,66,64,D
B. Hušidić,31,Bosnia Herzegovina,CM,59,70,64,50,42,63,63,70,58,46,71,D
Marcão,22,Brazil,CB,20,44,39,44,47,37,40,40,61,57,81,D
E. Loiodice,17,France,LDM,41,69,62,59,62,66,78,55,61,51,39,D
F. Porath,21,Germany,LM,52,67,67,74,71,76,72,60,65,66,48,D
S. Rudol,23,Poland,CB,27,58,57,72,73,69,67,48,58,80,67,D
J. Clarke,23,England,RB,58,58,55,84,80,78,68,55,62,73,68,D
C. Gustafsson,31,Sweden,RDM,56,65,63,66,68,65,60,64,72,87,72,D
K. Roberts,20,England,CB,21,57,55,77,75,75,73,35,82,75,72,D
C. Togashi,24,Japan,ST,60,52,44,80,69,70,66,64,78,64,72,D
G. Pinto,26,Italy,LB,38,58,61,79,78,56,71,64,41,79,58,D
F. Fydriszewski,25,Argentina,ST,66,58,31,50,54,48,42,67,60,64,79,D
V. Méndez,18,Chile,CDM,39,71,61,66,43,57,70,61,52,72,57,D
Everton,24,Brazil,ST,65,57,45,59,63,60,57,66,56,58,78,D
Lee Sang Ki,22,Korea Republic,RB,52,64,53,79,74,73,73,69,60,86,72,D
M. Kvasina,21,Austria,ST,66,54,52,50,62,50,43,62,72,58,87,D
L. Villarruel,27,Argentina,CDM,32,68,66,68,70,63,73,49,88,75,63,D
S. Nelson,22,England,RCB,23,44,46,48,53,50,52,39,59,62,71,D
A. Wildig,26,England,LDM,59,66,59,72,70,80,80,58,75,72,63,D
J. Pigott,24,England,RS,62,54,48,69,69,75,66,60,74,65,74,D
Iván Márquez,24,Spain,CB,41,60,52,50,57,52,59,52,65,70,73,D
Woo Ju Sung,25,Korea Republic,RB,42,62,52,63,63,57,61,59,75,77,75,D
D. Baumgartner,21,Austria,RCB,29,57,51,62,52,59,60,52,76,47,64,D
S. Ambri,20,France,ST,66,58,42,82,81,68,70,56,62,57,55,D
D. Worrall,28,England,RM,58,61,56,75,76,78,88,56,87,72,67,D
I. Osbourne,30,England,CM,47,63,62,62,61,57,62,65,70,72,80,D
Henrique Jardinel,30,Brazil,CDM,45,64,74,42,74,58,71,41,56,71,52,D
N. Aankour,24,Morocco,LM,52,59,58,80,82,80,82,55,77,77,61,D
Y. Kimoto,24,Japan,CB,34,59,53,66,59,57,61,53,67,68,77,D
I. Chatzitheodoridis,20,Greece,LB,27,62,63,74,76,64,73,56,61,68,57,D
D. Otto,19,Germany,ST,68,54,38,66,65,55,62,60,67,60,68,D
I. Moreno,20,Mexico,CAM,46,74,71,67,70,58,90,53,54,40,53,D
G. Wüthrich,23,Switzerland,CB,24,55,38,55,49,55,48,41,73,66,84,D
H. Hallberg,21,Sweden,CM,48,62,58,71,65,72,68,67,58,81,68,D
G. Francomb,26,England,RM,49,64,62,66,68,68,72,57,44,71,59,D
D. Dziwniel,25,Poland,LB,36,59,54,73,74,72,72,56,74,74,66,D
N. Giménez,22,Argentina,CM,59,69,65,65,69,59,57,70,61,73,75,D
J. Mills,28,England,LB,41,58,64,81,74,74,76,50,71,76,71,D
E. Bajrami,30,Sweden,RM,59,60,56,66,63,65,69,56,64,51,58,D
G. Loiacono,26,Italy,CB,25,59,55,64,63,43,62,42,79,73,63,D
M. Fitzgerald,29,Japan,CB,37,56,54,61,59,66,47,51,47,66,87,D
T. Rühle,27,Germany,LS,64,63,52,74,75,71,69,61,64,72,62,D
C. Añez,22,Bolivia,RB,28,52,53,73,70,68,79,31,55,75,40,D
B. Utvik,22,Norway,CB,33,51,48,53,47,53,55,43,70,71,68,D
N. Bishop,36,England,LCM,58,65,63,59,55,65,68,57,77,82,72,D
J. Mountney,25,Republic of Ireland,RM,53,62,61,69,75,69,70,68,56,76,76,D
Yoon Bit Garam,28,Korea Republic,LCM,62,65,62,73,76,72,73,72,66,67,72,D
S. Ngezana,20,South Africa,CB,24,34,53,72,69,47,58,30,66,63,63,D
J. Carbonero,18,Colombia,LM,67,51,39,76,83,86,78,60,54,77,59,D
Lee Hoo Gwon,27,Korea Republic,CM,45,66,61,66,68,77,68,62,69,75,68,D
G. Rodríguez,24,Uruguay,LB,32,48,38,67,68,62,67,31,65,63,49,D
C. Kröpfl,28,Austria,LM,57,64,62,83,78,91,85,59,82,74,41,D
S. Mallan,22,Scotland,LCM,60,63,63,67,68,73,72,68,69,68,63,D
L. Romo,23,Mexico,LCB,25,50,35,62,58,43,54,44,73,63,77,D
Z. Elbouzedi,20,Republic of Ireland,CAM,54,63,63,55,69,55,68,65,56,49,48,D
J. Valadez,22,Mexico,CB,34,63,50,50,44,31,62,45,68,40,61,D
A. Dzabana,21,France,ST,66,60,46,81,81,85,90,62,51,42,47,D
G. Acampora,24,Italy,CM,56,72,63,64,57,58,75,70,71,75,64,D
G. Aguirre,22,Mexico,CB,29,57,48,74,70,67,61,39,65,70,69,D
J. Jiménez,24,Colombia,CDM,30,65,58,63,54,57,72,60,60,68,59,D
F. Ponce,30,Mexico,CAM,59,66,55,74,72,70,60,63,56,65,55,D
M. Yamane,24,Japan,RCB,34,67,58,73,78,58,66,49,69,71,65,D
P. Müller,23,Germany,RM,59,60,53,82,79,80,77,60,64,60,56,D
J. Cano,35,Colombia,RB,25,66,46,65,70,66,71,40,63,66,62,D
A. Sosa,18,Argentina,CB,31,43,40,49,58,49,70,40,73,46,64,D
T. Handwerker,20,Germany,LB,34,68,49,74,74,74,66,40,59,63,62,D
W. Vorsager,21,Austria,LCB,48,68,57,56,64,66,55,61,64,56,71,D
E. Huth,21,Germany,ST,65,52,35,76,79,70,68,68,71,74,67,D
A. Bischoff,31,Portugal,CM,50,71,73,51,45,58,73,42,52,42,49,D
N. Schiappacasse,19,Uruguay,LM,71,56,37,67,71,65,65,62,39,52,56,D
M. Röser,27,Germany,LM,55,62,57,80,83,74,76,71,63,67,62,D
Marquinhos Cipriano,19,Brazil,RM,58,60,47,83,79,73,83,52,41,52,40,D
J. Brown,29,England,LB,56,58,57,76,79,78,80,61,84,77,64,D
L. Perdomo,21,Argentina,CDM,32,56,61,55,58,80,79,47,74,83,63,D
B. Maguire,28,Netherlands,CAM,39,62,63,60,58,60,64,57,65,62,64,D
D. Torres,25,Chile,LB,47,64,65,69,68,64,73,60,78,69,65,D
Alex Rodríguez,24,Spain,CM,47,65,61,55,62,60,72,54,64,65,68,D
U. Meras,22,Turkey,LB,34,62,50,69,68,67,72,53,64,64,60,D
A. Romero,22,Venezuela,CM,39,73,72,54,53,48,51,58,62,64,56,D
J. Lauridsen,27,Denmark,LB,42,61,57,72,74,68,66,57,68,75,63,D
J. Davenport,19,England,CDM,33,66,63,64,66,66,69,61,72,69,63,D
B. Kirsch,22,Germany,CM,39,67,65,64,57,73,74,43,62,69,65,D
O. Abildgaard,22,Denmark,RCM,56,67,65,66,64,68,70,74,80,70,80,D
Wang Gang,29,China PR,RB,52,59,60,78,75,65,47,68,68,80,84,D
Y. Quintana,22,Uruguay,CB,27,58,57,59,53,37,38,52,67,67,77,D
Tiago Marques,30,Brazil,ST,67,41,33,65,73,63,44,61,68,67,75,D
P. Mako,24,South Africa,LB,34,39,36,77,68,63,77,37,70,67,43,D
P. Dimitriadis,32,Sweden,CM,40,63,61,68,66,62,72,75,66,74,73,D
N. Thomas,23,England,LM,59,56,53,87,85,82,81,63,80,67,63,D
R. Espejord,22,Norway,ST,65,59,41,58,63,61,50,64,74,57,77,D
O. Mares,31,Mexico,LB,49,66,60,70,71,71,76,77,77,67,64,D
N. Gouriye,27,Netherlands,RM,60,61,58,76,71,66,69,62,71,62,65,D
A. Benchaib,20,Belgium,CAM,53,62,56,76,70,80,67,60,74,59,49,D
K. Ford,22,United States,CB,29,50,27,64,71,59,58,30,77,68,84,D
N. Malić,30,Austria,CB,11,49,43,32,33,33,33,67,34,73,92,D
M. Kennedy,23,Scotland,LS,55,60,53,86,82,71,82,63,75,66,62,D
A. Al Mutairi,32,Saudi Arabia,LM,58,68,62,64,57,78,69,62,65,79,67,D
O. Boussaid,18,Belgium,CAM,53,61,53,78,72,82,91,60,66,50,37,D
M. Satli,28,Algeria,RB,32,62,60,58,65,57,54,59,64,63,73,D
G. Treand,32,France,LM,64,68,60,62,66,67,68,66,68,68,59,D
Luan,22,Brazil,RCB,19,56,41,55,54,45,59,36,69,70,67,D
B. Bye,22,United States,LB,55,57,46,78,82,71,61,68,70,68,66,D
S. Torrizales,26,Paraguay,CM,48,67,65,69,68,78,79,65,52,67,38,D
H. Gjesdal,24,Norway,CB,26,54,46,50,46,45,42,34,74,34,80,D
K. Lankford,19,Germany,RM,50,63,48,78,77,75,69,62,66,54,64,D
G. Nepomuceno,25,Curacao,LM,64,55,48,77,80,86,78,68,37,78,58,D
G. Guerra,25,Argentina,ST,63,60,55,60,57,60,60,63,59,59,72,D
D. Boysen,27,Denmark,RM,59,60,46,83,80,82,77,63,57,72,65,D
D. Crnigoj,22,Slovenia,RW,48,64,60,78,71,77,66,63,49,70,75,D
O. Hawkins,26,England,ST,67,58,34,62,65,51,61,62,76,61,79,D
R. Allen,28,United States,RB,35,65,62,58,63,64,57,42,67,62,79,D
L. Olascoaga,26,Mexico,RB,42,64,58,79,82,86,89,51,56,64,37,D
J. Báez,23,Uruguay,LW,63,59,43,72,68,70,73,64,70,54,53,D
J. Bellegarde,20,France,CDM,45,67,63,70,68,83,83,58,58,70,60,D
H. Ruíz,31,Mexico,RDM,52,67,64,55,57,60,60,64,50,74,75,D
B. Baiye,17,Belgium,CDM,32,66,56,65,63,52,72,48,64,64,75,D
K. Weidlich,28,Germany,CB,53,56,53,83,88,79,78,50,81,91,73,D
T. Mahrer,28,Austria,CB,17,52,42,44,49,49,41,43,34,64,89,D
H. Camara,20,Saudi Arabia,ST,64,52,43,73,75,66,67,59,84,63,73,D
K. Sheppard,27,Republic of Ireland,RM,59,59,47,86,86,76,59,55,79,69,74,D
D. Berntsen,25,Norway,CAM,64,66,57,74,64,78,86,70,63,64,55,D
I. Smith,20,Costa Rica,RM,35,66,59,75,76,72,76,44,73,74,63,D
E. Tønne,27,Norway,LW,60,65,58,71,75,72,72,56,74,75,70,D
J. Hornkamp,20,Netherlands,ST,64,55,41,67,75,58,66,69,61,49,69,D
J. Konings,20,Netherlands,ST,64,53,37,72,75,56,60,57,53,72,65,D
J. Laurent,23,England,CAM,58,66,61,76,74,69,64,60,63,70,74,D
B. Kamau,23,Australia,RW,58,62,50,90,90,87,61,61,67,67,50,D
M. Erlic,20,Croatia,CB,29,35,37,49,55,42,47,42,63,57,77,D
R. Aabid,26,France,RM,57,59,53,79,75,78,78,55,49,54,58,D
S. Puttkammer,29,Germany,CDM,19,62,60,61,46,42,58,39,70,67,81,D
Fábio Ferreira,29,Portugal,RM,63,56,45,83,84,79,71,51,56,72,60,D
D. Moxey,32,England,LB,54,61,57,71,61,73,64,57,63,76,70,D
B. Mwila,24,Zambia,ST,63,54,34,69,72,59,56,62,62,59,68,D
S. Henriksen,26,Denmark,CB,22,57,54,63,61,35,43,59,75,78,74,D
P. Puchegger,23,Austria,LB,30,56,49,63,68,46,62,32,57,67,64,D
K. Dabila,21,Ivory Coast,CB,25,52,44,59,54,48,62,43,69,63,65,D
Jin Taiyan,28,China PR,LB,27,55,61,81,80,83,78,55,65,68,43,D
A. Al Barakah,27,Saudi Arabia,RCM,37,65,62,62,55,61,72,51,74,62,71,D
Li Tixiang,28,China PR,LCM,34,55,60,70,69,65,74,73,69,63,73,D
S. Romero,29,Colombia,ST,65,65,57,79,67,66,64,60,53,67,44,D
Y. Matsushita,24,Japan,LM,54,63,56,75,74,60,77,56,57,62,57,D
K. Harris,25,England,LM,54,63,52,86,78,86,87,53,75,67,58,D
L. Lapoussin,22,France,CDM,45,68,63,69,64,72,63,59,59,61,59,D
J. Todibo,18,France,CB,40,69,64,64,55,57,55,52,67,55,74,D
V. Sanogo,23,France,ST,65,56,47,75,75,66,67,63,65,74,84,D
A. Vrenezi,24,Kosovo,ST,63,59,40,79,78,78,77,54,69,60,49,D
W. Hashimoto,31,Japan,LB,39,67,61,69,67,66,64,44,70,65,71,D
M. Sans,30,France,CB,32,60,62,42,39,33,31,45,51,67,70,D
M. Tavernier,19,England,LW,63,61,51,74,75,68,80,67,47,56,59,D
H. Bwana,19,Kenya,LM,56,60,51,82,77,79,77,62,59,60,45,D
N. Fitzgerald,26,Australia,LW,64,61,56,84,86,87,74,61,70,85,62,D
J. Ockford,26,United States,CB,23,52,50,47,49,42,53,32,72,65,70,D
N. Briasco,22,Armenia,ST,70,56,44,63,70,68,65,67,61,57,61,D
H. Weydandt,22,Germany,ST,70,49,34,55,66,47,35,68,67,59,90,D
F. Ünver,21,Turkey,CB,29,49,47,59,53,56,70,48,80,50,72,D
T. Ünlü,28,Germany,RB,22,64,51,64,66,39,57,36,63,64,59,D
A. Sarcevic,26,England,RCM,60,65,63,69,68,85,77,63,67,73,65,D
P. Schmidt,19,Austria,ST,69,56,47,76,78,73,67,54,59,58,63,D
A. Keita,20,Ivory Coast,LCM,37,64,67,64,63,68,63,70,67,66,75,D
R. Al Ebrahim,24,Saudi Arabia,LM,57,57,55,70,69,71,73,67,50,48,56,D
L. Nielsen,31,Denmark,CB,31,55,41,49,58,42,54,35,61,64,75,D
Yang Xiaotian,28,China PR,LB,57,62,53,66,69,72,60,52,72,72,69,D
D. MacKinnon,32,Scotland,RDM,53,63,58,50,51,63,74,72,68,75,79,D
J. Pirinen,26,Finland,LB,41,57,55,79,76,62,59,33,62,73,69,D
Y. Tanaka,29,Japan,LWB,28,48,42,63,63,71,78,27,70,72,58,D
L. Pavez,30,Chile,CDM,45,64,60,60,55,63,71,56,71,77,59,D
M. Kuzmanović,22,Bosnia Herzegovina,LM,58,61,56,77,71,75,71,57,74,60,60,D
F. Marquet,23,Belgium,CM,37,65,65,66,63,71,74,73,65,57,55,D
N. Nyauza,28,South Africa,RB,54,66,64,77,74,74,79,35,91,60,66,D
S. Barratt,22,England,LM,53,59,54,74,72,61,63,55,47,73,65,D
Y. Mbombo,24,Belgium,ST,63,54,48,79,78,71,70,65,82,62,63,D
R. Anane-Gyasi,23,Ghana,RM,61,56,44,84,79,79,82,66,73,63,60,D
T. Heintz,19,Norway,LM,59,56,42,76,74,74,81,54,82,71,53,D
P. Hellquist,27,Sweden,LW,58,62,56,70,73,69,62,63,52,79,65,D
P. Maiorino,29,Italy,CAM,51,66,50,65,66,81,89,62,67,52,56,D
M. Ingebrigtsen,21,Norway,RS,63,57,49,84,78,87,85,65,84,69,51,D
M. Abena,23,Suriname,RB,30,63,56,67,73,53,55,63,71,75,86,D
I. Traoré,29,Ivory Coast,CAM,52,70,66,65,68,64,55,55,58,68,74,D
J. O'Sullivan,24,Republic of Ireland,RM,35,68,60,79,81,72,46,63,62,66,66,D
Han Kook Young,28,Korea Republic,CM,33,66,63,72,72,58,63,50,57,76,79,D
